0.367      0.455    0.898  0.275   0.397143  0.00857143  0.3125     0       0          1  0
0.253667   0.48625  0.72   0.34    0.532857  0.0685714   0.235833   0       0          1  0
0.206      0.44125  0.71   0.385   0.57      0.0557143   0.231667   0       0          1  0
0.255333   0.40125  0.738  0.3225  0.515714  0.0814286   0.268333   0       0          1  0
0.247333   0.40875  0.724  0.31    0.582857  0.0785714   0.255833   0       0          1  0
0.198667   0.34875  0.722  0.405   0.567143  0.0914286   0.255833   0       0.433333   1  0
0.247667   0.4125   0.72   0.285   0.584286  0.0828571   0.264167   0       0          1  0
0.252      0.39375  0.722  0.2625  0.605714  0.0814286   0.27       0       0          1  0
0.306      0.505    0.716  0.3425  0.44      0.08        0.275      0       0          1  0
0.251667   0.375    0.72   0.34    0.57      0.0814286   0.283333   0       0.183333   1  0
0.190333   0.34     0.692  0.39    0.6       0.0957143   0.2575     0       0.4        1  0
0.254333   0.35     0.732  0.3175  0.572857  0.0857143   0.296667   0       0          1  0
0.196333   0.36     0.686  0.35    0.611429  0.0985714   0.254167   0       0.4        1  0
0.249333   0.3575   0.712  0.3175  0.601429  0.0771429   0.281667   0       0.283333   1  0
0.254333   0.32625  0.718  0.3275  0.612857  0.0828571   0.291667   0       0          1  0
0.261333   0.335    0.734  0.29    0.587143  0.0871429   0.308333   0       0          1  0
0.303667   0.4875   0.746  0.295   0.445714  0.00857143  0.324167   0       0          1  0
0.245      0.3775   0.708  0.4225  0.532857  0.0771429   0.286667   0       0.116667   1  0
0.25       0.3525   0.71   0.3725  0.535714  0.0771429   0.293333   0       0.316667   1  0
0.322      0.59625  0.75   0.0725  0.431429  0.00428571  0.333333   0       0          1  0
0.245333   0.3475   0.724  0.3225  0.541429  0.0842857   0.308333   0       0          1  0
0.250333   0.35125  0.714  0.3375  0.574286  0.0885714   0.299167   0       0          1  0
0.24       0.4225   0.7    0.2875  0.55      0.0714286   0.285833   0       0          1  0
0.254667   0.3725   0.708  0.3025  0.571429  0.0928571   0.294167   0       0          1  0
0.240333   0.35875  0.696  0.3325  0.577143  0.08        0.285833   0       0          1  0
0.256      0.32     0.704  0.3575  0.592857  0.0814286   0.295      0       0          1  0
0.261333   0.385    0.698  0.32    0.551429  0.0857143   0.290833   0       0          1  0
0.249      0.355    0.7    0.285   0.61      0.08        0.295833   0       0          1  0
0.258333   0.35625  0.696  0.3075  0.567143  0.0871429   0.296667   0.0225  0.366667   1  0
0.251      0.32125  0.694  0.345   0.627143  0.0857143   0.295833   0       0.1        1  0
0.261      0.33625  0.708  0.335   0.564286  0.0814286   0.3125     0       0          1  0
0.189      0.41125  0.69   0.3025  0.534286  0.08        0.2975     0       0          1  0
0.303      0.48625  0.706  0.33    0.401429  0.0728571   0.315      0.0275  0          1  0
0.265667   0.3425   0.696  0.3375  0.565714  0.0914286   0.306667   0       0          1  0
0.404333   0.52625  0.764  0.1175  0.395714  0.0157143   0.380833   0       0          1  0
0.404333   0.52625  0.764  0.1175  0.395714  0.0157143   0.380833   0       0          1  0
0.264333   0.34875  0.7    0.28    0.575714  0.0914286   0.314167   0       0          1  0
0.251667   0.33875  0.684  0.3     0.6       0.0842857   0.303333   0       0          1  0
0.259667   0.40125  0.678  0.3325  0.537143  0.0842857   0.299167   0       0          1  0
0.262      0.34125  0.686  0.2975  0.564286  0.0885714   0.313333   0       0.5        1  0
0.3        0.43625  0.696  0.3375  0.421429  0.0785714   0.333333   0       0          1  0
0.289667   0.39875  0.674  0.295   0.531429  0.0814286   0.319167   0       0.266667   1  0
0.407667   0.40125  0.754  0.1975  0.427143  0.0185714   0.418333   0       0          1  0
0.299333   0.4475   0.67   0.3075  0.44      0.0842857   0.325833   0       0          1  0
0.44       0.465    0.744  0.1275  0.392857  0.0128571   0.421667   0       0.266667   1  0
0.308667   0.4      0.666  0.32    0.48      0.0857143   0.345      0       0.183333   1  0
0.269333   0.42875  0.574  0.2975  0.548571  0.0785714   0.335833   0       0          1  0
0.279      0.3925   0.568  0.32    0.55      0.0785714   0.339167   0       0          1  0
0.259333   0.40125  0.562  0.3225  0.568571  0.0728571   0.335      0       0.15       1  0
0.0716667  0.37375  0.694  0.28    0.568571  0.0885714   0.279167   0       0.516667   1  0
0.274667   0.35875  0.696  0.3225  0.564286  0.0857143   0.285833   0       0          1  0
0.251333   0.435    0.748  0.2925  0.57      0.0842857   0.2525     0       0          1  0
0.251333   0.42375  0.732  0.2975  0.541429  0.0814286   0.2725     0       0.183333   1  0
0.301667   0.45     0.724  0.2775  0.52      0.02        0.313333   0       0          1  0
0.325667   0.47625  0.716  0.33    0.388571  0.0171429   0.305833   0.1725  0          1  0
0.390667   0.43875  0.772  0.22    0.398571  0.0328571   0.378333   0       0.183333   1  0
0.409      0.52125  0.762  0.195   0.335714  0           0.390833   0       0          1  0
0.390667   0.435    0.748  0.225   0.43      0.0257143   0.384167   0       0.116667   1  0
0.366333   0.46125  0.718  0.28    0.422857  0.0128571   0.366667   0       0          1  0
0.384      0.38125  0.73   0.2175  0.46      0.0271429   0.404167   0       0.283333   1  0
0.384      0.38125  0.73   0.2175  0.474286  0.0271429   0.404167   0       0.283333   1  0
0.384      0.39     0.716  0.225   0.457143  0.0328571   0.401667   0       0.266667   1  0
0.433333   0.41375  0.716  0.205   0.427143  0.0171429   0.430833   0       0.05       1  0
0.191333   0.6075   0.734  0.435   0.41      0.0228571   0.196667   0       0.2        0  1
0.282667   0.455    0.774  0.3175  0.422857  0.0771429   0.276667   0       0.533333   0  1
0.197667   0.38625  0.718  0.38    0.585714  0.0957143   0.235833   0       0          0  1
0.210333   0.4175   0.714  0.3925  0.552857  0.0871429   0.240833   0       0          0  1
0.198667   0.3775   0.712  0.385   0.587143  0.102857    0.241667   0       0          0  1
0.196667   0.3775   0.716  0.3775  0.588571  0.0985714   0.246667   0       0          0  1
0.215      0.43     0.722  0.385   0.484286  0.0942857   0.2525     0       0          0  1
0.209      0.375    0.716  0.385   0.547143  0.0871429   0.253333   0       0          0  1
0.204333   0.49     0.704  0.3125  0.554286  0.0528571   0.245      0       0.233333   0  1
0.196667   0.3525   0.704  0.475   0.551429  0.0985714   0.2475     0       0          0  1
0.197333   0.3575   0.704  0.53    0.522857  0.0985714   0.2475     0       0          0  1
0.197667   0.40625  0.69   0.3575  0.595714  0.0871429   0.238333   0       0          0  1
0.215333   0.42625  0.71   0.3125  0.544286  0.0971429   0.258333   0       0          0  1
0.198      0.38625  0.704  0.3875  0.552857  0.0971429   0.254167   0       0.15       0  1
0.136333   0.53125  0.618  0.52    0.468571  0.157143    0.173333   0       0          0  1
0.208333   0.42     0.716  0.3725  0.531429  0.0642857   0.2675     0       0          0  1
0.189667   0.405    0.698  0.3675  0.607143  0.0542857   0.2525     0       0          0  1
0.215      0.425    0.698  0.38    0.521429  0.0957143   0.256667   0       0.166667   0  1
0.206      0.37625  0.7    0.37    0.555714  0.0857143   0.26       0       0          0  1
0.213333   0.31875  0.696  0.4675  0.604286  0.09        0.256667   0       0.15       0  1
0.280333   0.36625  0.748  0.2775  0.468571  0.0914286   0.33       0       0.366667   0  1
0.201667   0.3625   0.688  0.3625  0.58      0.0628571   0.2725     0       0          0  1
0.196      0.39     0.682  0.395   0.608571  0.01        0.2825     0       0.316667   0  1
0.196667   0.405    0.668  0.3675  0.585714  0.0557143   0.268333   0       0          0  1
0.209667   0.33875  0.666  0.3725  0.611429  0.0957143   0.27       0       0          0  1
0.286667   0.42     0.686  0.3575  0.465714  0.0728571   0.3        0       0          0  1
0.280333   0.3775   0.724  0.265   0.477143  0.0914286   0.344167   0       0.25       0  1
0.247667   0.275    0.65   0.29    0.65      0.0885714   0.325      0       0.4        0  1
0.229667   0.33375  0.576  0.4275  0.601429  0.104286    0.295      0       0          0  1
0.270333   0.37     0.592  0.3575  0.56      0.0857143   0.315833   0.035   0          0  1
0.218333   0.34375  0.57   0.36    0.61      0.0814286   0.315833   0.0275  0.366667   0  1
0.243333   0.29375  0.544  0.4075  0.552857  0.1         0.3525     0       0          0  1
0.273333   0.3275   0.552  0.2075  0.687143  0.05        0.368333   0       0.333333   0  1
0.575      0.475    0.63   0.165   0.224286  0.0114286   0.553333   0       0          0  1
0.47       0.47875  0.58   0.2925  0.307143  0.0114286   0.4825     0       0          0  1
0.491667   0.18125  0      0.47    0.455714  0.115714    0.686667   0       0.566667   0  1
